author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
Первое Федеральное Агентство Недвижимости;real_estate_agent;https://www.cian.ru/sale/flat/315345912/;Москва;sale;flat;20;25;1;37.9;13000000;Марьино; Перерва;59;Люблино;
Мой Дом - отделение Добрынинское;real_estate_agent;https://www.cian.ru/sale/flat/315345724/;Москва;sale;flat;9;14;1;39.5;15500000;Новогиреево;Федеративный проспект;24;Новогиреево;
Новая Жизнь;real_estate_agent;https://www.cian.ru/sale/flat/315343934/;Москва;sale;flat;8;9;1;38.7;9450000;Косино-Ухтомский;Лухмановская ;1;Лухмановская;
Mango Realty;real_estate_agent;https://www.cian.ru/sale/flat/315343757/;Москва;sale;flat;13;15;1;44.0;12800000;Нижегородский;шоссе Фрезер;7/2;Нижегородская;
ID 13239434;realtor;https://www.cian.ru/sale/flat/315343671/;Москва;sale;flat;14;14;1;38.0;16000000;Свиблово;1-й Ботанический проезд;5;Ботанический сад;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/315343388/;Москва;sale;flat;8;19;2;64.0;29900000;Рязанский;2-й Грайвороновский проезд;44к2;Стахановская;Кварталы 21/19
Олег Юрьевич Пальчуковский;realtor;https://www.cian.ru/sale/flat/315343341/;Москва;sale;flat;18;44;1;37.0;16500000;Кунцево;48-й кв-л;;Кунцевская;Среда на Кутузовском ЖК
Илья Бабайцев;realtor;https://www.cian.ru/sale/flat/315343116/;Москва;sale;flat;6;8;2;69.3;24000000;; Эдварда Грига;17;Потапово;Скандинавия
Евгений Крюков;realtor;https://www.cian.ru/sale/flat/315343077/;Москва;sale;flat;8;23;1;37.2;14300000;Чертаново Южное;Варшавское шоссе;168;Лесопарковая;Лесопарковый
Бирюзовые Кварталы;real_estate_agent;https://www.cian.ru/sale/flat/315342910/;Москва;sale;flat;18;33;2;84.5;33500000;Нагатино-Садовники;1-й Нагатинский проезд;11к2;Нагатинская;Скай Форт
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/315342847/;Москва;sale;flat;8;9;1;41.0;14390000;Северный;Дмитровское шоссе;124А;Физтех;Северный
Андрей Колесников;realtor;https://www.cian.ru/sale/flat/315342377/;Москва;sale;flat;13;17;1;43.8;14000000;Кунцево;Бобруйская ;6К2;Молодёжная;
МИЭЛЬ;real_estate_agent;https://www.cian.ru/sale/flat/315342235/;Москва;sale;flat;3;14;2;84.0;16350000;;;2;Силикатная;
ID 23288;realtor;https://www.cian.ru/sale/flat/315342151/;Москва;sale;flat;7;16;1;63.1;32400000;Тропарево-Никулино; Покрышкина;8к3;Юго-Западная;Академия Люкс
MW Realty;real_estate_agent;https://www.cian.ru/sale/flat/315342034/;Москва;sale;flat;23;38;2;83.0;28900000;Пресненский;Шмитовский проезд;39к8;Москва-Сити;Headliner
Самолет Плюс Москва ЦАО;real_estate_agent;https://www.cian.ru/sale/flat/315342015/;Москва;sale;flat;17;30;2;69.8;40000000;Южнопортовый; 1-я Машиностроения;10;Дубровка;Дубровская Слобода
ОГРК;real_estate_agent;https://www.cian.ru/sale/flat/315341938/;Москва;sale;flat;6;18;2;55.7;12300000;; Садовая;9;Щербинка;Щербинка, ул. Садовая
Кирилл Дмитриев;realtor;https://www.cian.ru/sale/flat/315341919/;Москва;sale;flat;8;35;1;38.6;13500000;Гольяново;Амурская ;1Ак4;Черкизовская;Level Амурская
MW Realty;real_estate_agent;https://www.cian.ru/sale/flat/315341893/;Москва;sale;flat;23;38;1;43.0;21000000;Пресненский;Шмитовский проезд;39к8;Москва-Сити;Headliner
ID 73038306;real_estate_agent;https://www.cian.ru/sale/flat/315341664/;Москва;sale;flat;15;22;1;34.6;19900000;Хорошево-Мневники;3-я Хорошевская ;17А;Зорге;Вереск
ID 128668628;homeowner;https://www.cian.ru/sale/flat/315341338/;Москва;sale;flat;19;22;1;39.0;11500000;; Летчика Ульянина;6;Пыхтино;Солнцево парк
Прайм Самолет Плюс;real_estate_agent;https://www.cian.ru/sale/flat/315341301/;Москва;sale;flat;8;15;1;34.0;17300000;Даниловский;Автозаводская ;23С120;ЗИЛ;Парк Легенд
Прайм Самолет Плюс;real_estate_agent;https://www.cian.ru/sale/flat/315341299/;Москва;sale;flat;4;16;1;37.8;28570000;Даниловский; Архитектора Щусева;4к2;ЗИЛ;ЗИЛАРТ
Прайм Самолет Плюс;real_estate_agent;https://www.cian.ru/sale/flat/315341290/;Москва;sale;flat;9;28;1;22.0;13700000;Даниловский;площадь Серпуховская Застава;;Тульская;ЗИЛАРТ
Омар Шуминов;realtor;https://www.cian.ru/sale/flat/315341187/;Москва;sale;flat;4;26;1;32.3;19380000;Хорошевский; Зорге;9к1;Зорге;Рихард
ID 47360611;unknown;https://www.cian.ru/sale/flat/315341151/;Москва;sale;flat;16;39;1;41.8;20900000;Раменки; Лобачевского;120к1;Аминьевская;Крылья
Диалог Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/315340952/;Москва;sale;flat;3;17;2;54.2;14500000;Митино;Пятницкое шоссе;37;Пятницкое шоссе;
Capital Mars;real_estate_agent;https://www.cian.ru/sale/flat/315340924/;Москва;sale;flat;5;24;1;45.0;20500000;Рязанский;1-я Новокузьминская ;11;Рязанский проспект;Дом на Новокузьминской
ИНКОМ-Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/315340890/;Москва;sale;flat;3;17;2;60.1;12950000;Некрасовка; Лавриненко;5;Некрасовка;Некрасовка
Центр Инвест;developer;https://www.cian.ru/sale/flat/315340685/;Москва;sale;flat;2;8;2;42.9;21705212;Левобережный;Фестивальная ;15к5;Беломорская;Фестиваль парк-2
Центр Инвест;developer;https://www.cian.ru/sale/flat/315340663/;Москва;sale;flat;24;35;2;45.4;23039932;Левобережный;Фестивальная ;15К4;Речной вокзал;Фестиваль парк-2
Центр Инвест;developer;https://www.cian.ru/sale/flat/315340659/;Москва;sale;flat;16;35;2;45.5;22534186;Левобережный;Фестивальная ;15К4;Речной вокзал;Фестиваль парк-2
Центр Инвест;developer;https://www.cian.ru/sale/flat/315340581/;Москва;sale;flat;24;35;2;47.1;23361362;Левобережный;Фестивальная ;15к6;Речной вокзал;Фестиваль парк-2
Центр Инвест;developer;https://www.cian.ru/sale/flat/315340558/;Москва;sale;flat;21;35;2;48.3;23242694;Левобережный;Фестивальная ;15к6;Речной вокзал;Фестиваль парк-2
Агентство недвижимости Елены Апостоловой;real_estate_agent;https://www.cian.ru/sale/flat/315340554/;Москва;sale;flat;29;32;2;43.1;19250000;Очаково-Матвеевское;Большая Очаковская ;2;Аминьевская;Большая Очаковская 2
Центр Инвест;developer;https://www.cian.ru/sale/flat/315340552/;Москва;sale;flat;21;35;2;42.3;20808414;Левобережный;Фестивальная ;15к6;Речной вокзал;Фестиваль парк-2
Центр Инвест;developer;https://www.cian.ru/sale/flat/315340502/;Москва;sale;flat;17;35;1;36.0;19851644;Левобережный;Фестивальная ;15К4;Речной вокзал;Фестиваль парк-2
Центр Инвест;developer;https://www.cian.ru/sale/flat/315340498/;Москва;sale;flat;17;35;2;39.9;21491344;Левобережный;Фестивальная ;15К4;Речной вокзал;Фестиваль парк-2
Центр Инвест;developer;https://www.cian.ru/sale/flat/315340491/;Москва;sale;flat;33;35;2;46.6;23077485;Левобережный;Фестивальная ;15К4;Речной вокзал;Фестиваль парк-2
ОГРК;real_estate_agent;https://www.cian.ru/sale/flat/315340387/;Москва;sale;flat;11;18;1;38.3;22000000;Покровское-Стрешнево;Волоколамское шоссе;71к1;Тушинская;Город на Реке Тушино-2018
Stapler Estate;real_estate_agent;https://www.cian.ru/sale/flat/315340352/;Москва;sale;flat;3;6;2;70.0;120000000;Арбат;Староконюшенный переулок;45;Арбатская;Клубный дом на Арбате
ID 129166426;realtor;https://www.cian.ru/sale/flat/315340195/;Москва;sale;flat;3;9;1;35.5;11000000;Южное Бутово;Южнобутовская ;33;Улица Горчакова;
На Петровке;real_estate_agent;https://www.cian.ru/sale/flat/315340191/;Москва;sale;flat;21;25;1;46.6;16100000;Солнцево;Боровское шоссе;2к7;Говорово;Мещерский лес
Isaev Estate;real_estate_agent;https://www.cian.ru/sale/flat/315340064/;Москва;sale;flat;21;30;2;41.0;35000000;Южнопортовый;Волгоградский проспект;32/5к3;Угрешская;Метрополия
EstateLiga;real_estate_agent;https://www.cian.ru/sale/flat/315339826/;Москва;sale;flat;10;30;2;41.0;19000000;Южнопортовый;Волгоградский проспект;32/5к1;Угрешская;Метрополия
Наталья Целовальникова;realtor;https://www.cian.ru/sale/flat/315339665/;Москва;sale;flat;11;17;2;51.3;20400000;Донской;Загородное шоссе;8К3;Крымская;
ID 21260902;homeowner;https://www.cian.ru/sale/flat/315339615/;Москва;sale;flat;20;20;2;40.0;27500000;Филевский парк;Большая Филевская ;3к2;Фили;Западный порт
ОГРК;real_estate_agent;https://www.cian.ru/sale/flat/315338876/;Москва;sale;flat;20;35;2;71.1;33000000;Левобережный;Фестивальная ;29;Речной вокзал;Фестиваль Парк
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/315338155/;Москва;sale;flat;2;16;2;61.8;15550000;;проспект Куприна;1к2;Потапово;Скандинавия
Катерина Иванова;realtor;https://www.cian.ru/sale/flat/315337771/;Москва;sale;flat;2;22;1;47.2;26980000;Марьина роща;Прайд жилой квартал;;Савёловская;PRIDE
ОГРК;real_estate_agent;https://www.cian.ru/sale/flat/315337198/;Москва;sale;flat;10;32;2;44.3;28199000;Хорошево-Мневники;Причальный проезд;10к1;Шелепиха;Level Причальный
Прайм Самолет Плюс;real_estate_agent;https://www.cian.ru/sale/flat/315336002/;Москва;sale;flat;16;27;2;52.6;29000000;Алексеевский;Староалексеевская ;5А;Алексеевская;Лайм
ID 11000162;homeowner;https://www.cian.ru/sale/flat/315335863/;Москва;sale;flat;9;17;2;55.9;14700000;Северное Бутово;Коктебельская ;4К2;Бульвар Дмитрия Донского;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/315334973/;Москва;sale;flat;18;25;2;64.0;16350000;Некрасовка;Рождественская ;27к1;Некрасовка;
Самолет Плюс Москва ЦАО;real_estate_agent;https://www.cian.ru/sale/flat/315334933/;Москва;sale;flat;4;9;2;58.1;20000000;; Инженера Кнорре;7к2;Румянцево;
Елена Березина;realtor;https://www.cian.ru/sale/flat/315334805/;Москва;sale;flat;11;34;2;45.0;25500000;Левобережный;Фестивальная ;29;Речной вокзал;Фестиваль Парк
